LOC	VEH_SER_NO	INSP_COMT	TS_LOAD	FOUND_INSP_TEAM	RESP_INSP_TEAM	RESP_INSP_OPRUNT
17	PVZ436	Bnunc bid ba ba bvel bfames ba bdolor baenean ba bprimis bmi.	24:24.1	515		
17	QLV652	Burna bve bin bnon beni ba bhac ba ba bimperdiet.	25:03.9	409		
17	ADQ781	Bquam but bac bmi ba ba beu bmus ba brisus ba ba bve bsem bper.	25:53.5	205	101	100
17	SEK173	Bquis bac ba bleo ba bleo ba ba ba bmi ba.	26:04.3	209		
17	BIP389	Bcras bac ba bdui ba ba bhac betiam.	27:48.6	629		
17	UWT728	Benim bmi bad bsit ba bmagnis bin btortor bodio.	28:04.0	629		
17	BIP389	Berat bad ba ba ba ba bnostra but ba benim bid.	28:31.2	629		
17	ZVI392	Bquam bve ba ba ba ba bmontes but ba bproin bdiam bquam ba.	28:46.3	511		
17	BIP389	Borci bin ba bdiam bcum beu ba ba bsem bin bcras.	29:12.3	629		
17	BIP389	Bpede but bid bprimis ba bmattis borci bin ba bmus bluctus bet.	29:24.3	629		
17	BIP389	Beros beu ba.	30:18.2	629		
17	YWI795	Bnisi bad.	31:00.1	409		
17	YWI795	Bpede bmi beu ba ba ba beu bcum.	31:26.9	409		
17	KNR831	Bcras bad bquisque ba bvel biaculis.	32:23.6	513		
17	BIP389	Bnisl bet bdiam bdonec bdis barcu ba ba bhac bodio ba ba bid ba.	33:38.9	629		
17	SYV137	Bnibh bat ba bsit ba belit ba.	34:30.4	513		
17	EBL860	Borci bad ba bultrices.	35:18.5	507	481	400
17	JBC439	Burna bve ba bsed but ba ba ba ba.	36:14.6	509		
17	EBL860	Bpede bin bsodales bamet ba ba ba bve bdis bmi.	36:19.7	507		
17	KNR831	Belit but ba bet ba ba bimperdiet.	36:43.0	509		
17	TRJ645	Bquis bac ba ba bvestibulum borci.	37:02.2	413		
17	DJZ516	Bante beu ba bdui bnetus.	37:16.5	409		
17	EBL860	Bquam bad ba ba bvestibulum bquam bneque.	38:56.7	507		
17	EBL860	Belit bid ba ba.	39:12.1	507		
17	EBL860	Bnibh bet.	39:24.9	507		
17	KNR831	Bodio bmi beu bsit bcommodo but bduis but.	39:31.9	513		
17	EBL860	Bcras bad ba beu bper bac bdiam bcursus.	40:22.1	507		
17	EVB234	Bcras bmi ba blibero beu ba bid.	40:40.1	409		
17	LGO801	Bnisi but.	40:52.1	511		
17	EBL860	Beros bin ba burna ba bhac ba bcum bac barcu ba ba.	40:57.7	507		
17	EVB234	Bante but ba bsem ba ba but.	41:18.4	409		
17	FMU279	Bdiam bmi ba beu ba beros ba ba.	41:35.6	629		
17	FHU982	Borci bve ba ba beu ba bamet.	41:44.0	509		
17	LGO801	Borci bac ba beni ba ba bmauris ba ba.	41:46.6	511		
17	EVB234	Bnisl bve ba.	41:58.7	409		
17	FHU982	Bpede bin ba ba ba ba bcursus ba ba brhoncus ba bturpis bve.	42:02.2	509		
17	VFR160	Bnibh bac ba bet ba beni bdonec.	42:05.2	515		
17	EVB234	Barcu but.	42:23.7	409		
17	VFR160	Bcras bet bid bpurus.	42:42.3	515		
17	FMU279	Borci bad ba ba ba but bin bquam.	42:52.0	629		
17	EVB234	Bnisi bve ba bmus ba bin bdictum ba ba.	42:54.3	409		
17	EVB234	Bnisl bac bmi ba ba bdui ba bmus.	43:16.3	409		
17	VFR160	Bnisl bat.	43:25.0	515		
17	GJK683	Bcras bet ba bturpis bmollis bconsectetuer ba bac bmattis bultrices bcongue ba.	43:36.9	409		
17	VFR160	Bamet beu ba brutrum bet bplatea ba.	43:54.0	515		
17	FMU279	Bcras bet but ba ba bet.	44:09.9	629		
17	VFR160	Bquis bve bdiam bpede ba ba ba bid ba ba ba bin.	44:21.8	515		
17	SYV137	Belit bet ba.	44:30.2	513	209	200
17	SPF970	Borci bin bac bnulla.	44:49.6	409		
17	HMS840	Bquis bid ba ba.	44:52.1	205	101	100
17	KFN372	Bdiam bat ba bmollis bmorbi ba bultrices.	45:17.8	507		
17	VFR160	Borci beu ba bmi bmus.	45:27.8	515		
17	KFN372	Bnunc bin ba ba ba ba.	45:44.0	507	349	300
17	FMU279	Bcras bmi bet ba ba bve bid bnulla.	45:47.9	629		
17	KFN372	Bamet bad ba ba bad bquis but ba bvel bquam bcum ba bhendrerit ba.	46:07.7	507		
17	LGO801	Bnibh but bad but ba.	46:13.9	511		
17	KFN372	Beros bmi ba bid blibero bquam bdignissim.	46:24.1	507		
17	TRJ645	Berat beu ba ba ba biaculis brutrum bad ba bvel bvitae bsagittis.	46:24.6	209		
17	SPA495	Bamet but ba ba but bleo.	46:30.8	629		
17	KFN372	Bquam bad ba ba bet bvel bmi ba bsociis.	46:44.9	507		
17	FMU279	Bnibh bad ba benim ba.	46:56.6	629		
17	FTI824	Bnunc bid.	47:11.3	513		
17	AHN391	Barcu but ba bper bmus bporta ba ba bin bluctus ba.	47:20.5	509		
17	AHN391	Bnisi bat ba ba ba beu.	47:34.9	509		
17	TRJ645	Bpede bac bat ba bbibendum ba bsem.	47:40.5	209		
17	QRM025	Bquis bac ba bdui beni ba.	47:45.3	409		
17	AHN391	Bduis beu bad bac bat beros bmollis ba bve ba bturpis ba.	47:52.0	509		
17	QRM025	Bnisi bet ba binceptos bquis bmi ba blectus baliquet ba bve.	48:25.1	409		
17	FTI824	Bpede bat ba benim ba ba ba bparturient bante.	48:29.7	513		
17	AHN391	Bdiam bmi ba bve bhac bnatoque.	48:33.9	509		
17	MPE786	Belit bet ba ba bnec bquam ba ba ba.	49:04.2	629		
17	FTI824	Beros bet beu ba baptent bpurus.	49:53.4	513	209	200
17	GDR742	Beros bmi.	50:05.9	607		
17	NHZ581	Burna bve.	50:09.1	413		
17	FMU279	Berat but ba bad burna bsem ba ba ba.	50:12.8	629		
17	NHZ581	Bante beu bet blacus ba ba.	50:35.0	413		
17	NHZ581	Bnibh but.	51:03.2	413		
17	OWH831	Benim bve.	51:26.7	517		
17	FMU279	Bnisi bac ba ba bipsum.	52:01.9	629		
17	MPO083	Burna bad.	52:43.9	507		
17	VCM016	Bnunc beu ba.	52:56.9	511		
17	MPO083	Bnunc bac ba borci beu ba bnon.	52:59.2	507		
17	RHX208	Bquis bmi.	53:16.6	607		
17	VCM016	Bante bve.	53:27.3	511		
17	JBC439	Bodio bac ba ba bnetus bmi.	53:38.0	517	509	500
17	VCM016	Bnisi but ba bmus btempor bclass bad bsociis ba ba ba bnisi ba.	53:48.5	511		
17	RHX208	Bodio bat ba ba ba bporttitor ba.	53:56.9	607		
17	AYO527	Beget bid.	54:12.0	515		
17	RHX208	Beget beu ba bac borci.	54:21.5	607		
17	ZIQ738	Bdiam but ba bnunc ba bprimis bat ba bmalesuada bhac bin.	54:29.2	629		
17	JBC439	Bdiam bad ba bid bante bamet bnon.	54:36.7	517	509	500
17	RHX208	Bnunc bid ba ba.	54:42.8	607		
17	YCU023	Bquis bid ba ba bduis bclass best beni ba bpulvinar.	54:56.9	409		
17	RHX208	Belit bat ba brisus ba berat ba.	55:10.3	607		
17	YCU023	Belit bet bve ba bve bet.	55:14.1	409		
17	JBC439	Burna bid ba bplatea.	55:20.7	517		
17	RHX208	Bquam bac ba bmi bin bat ba ba bmi bleo bprimis beu.	55:30.9	607		
17	YCU023	Bpede bet ba bcubilia bquisque ba bvarius burna bac.	55:40.2	409		
17	RHX208	Bquis bid ba bmollis beni bat ba bmi bnec.	55:57.7	607		
17	JBC439	Bnibh bad ba bpretium bnonummy ba bsollicitudin bquis bcum ba.	56:00.0	517		
17	YZU059	Belit bet ba ba bquam ba bnec.	57:01.9	413		
17	YZU059	Bquis bve.	57:26.5	413		
17	DPH631	Bodio bid ba bcum bclass ba borci.	57:29.0	509		
17	DPH631	Bpede bve ba bcras ba bat ba bluctus.	58:00.7	509		
17	JBC439	Bante beu ba.	58:06.9	629		
17	DPH631	Bcras bve ba bin ba bmassa bnullam.	59:01.2	509		
17	DPH631	Bnibh but.	59:14.6	509		
17	QLV652	Bduis bmi ba bquam beu ba.	02:21.0	409		
17	GSF615	Bduis bac ba bat.	07:04.3	629		
17	GSF615	Belit bin ba berat ba bve.	07:47.6	629		
17	GDR742	Bquam bid.	11:23.8	607		
17	THO850	Bduis bin.	13:15.9	629		
17	THO850	Benim but bid ba but barcu ba ba.	13:51.1	629	205	200
17	THO850	Bnunc but bet ba bet ba bnam bclass ba.	14:24.7	629		
17	THO850	Beget bmi ba bin ba bpede bnam ba.	14:54.4	629		
17	THO850	Beros bat ba.	15:25.0	629		
17	THO850	Bpede bin ba.	15:54.4	629		
17	THO850	Bamet bad ba ba ba bin bluctus bmassa best bet ba ba.	16:15.1	629		
17	NHZ581	Berat bat ba bhac ba.	26:28.5	209		
17	UWT728	Barcu bat.	30:50.8	629		
17	UWT728	Belit bat ba bat bmauris ba ba bfames.	31:14.2	629		
17	DPH631	Bpede bac bad ba.	31:29.2	509		
17	UWT728	Bante but.	31:45.3	629		
17	UWT728	Bduis bet but bve ba bamet ba ba.	32:13.9	629		
17	UWT728	Bquis bat bid bat ba bdiam bmollis.	32:45.8	629		
17	NHZ581	Bamet bin ba ba bper ba burna benim blibero ba.	33:00.7	209		
17	UWT728	Bante bin bve bnec bac bquam ba.	33:10.0	629		
17	ZIR953	Beget bve bad bmus ba bdolor bdui bamet ba ba ba bfelis ba bvestibulum beu.	35:17.3	107		
17	MPO083	Bduis bmi.	35:28.7	507		
17	YXF326	Bante bac bin bmattis bsit bfeugiat bac ba bmassa.	36:55.9	205	101	100
17	MPO083	Bnunc bve bnisl ba bper blacus bcursus ba.	37:09.4	507		
17	FMU279	Bnisi bin but.	37:55.7	629		
17	APZ612	Bquis bin.	38:19.6	209		
17	FMU279	Bnisi bmi bac bleo ba bnon.	38:45.4	629		
17	APZ612	Bduis but bmi bvarius ba ba ba ba.	42:07.5	209		
17	ZVI392	Bquis bin ba ba bodio bet ba bphasellus beni bid bblandit binterdum bhac ba.	42:30.7	515		
17	ADQ781	Bquis beu bad btorquent bclass ba ba.	42:50.8	409		
17	ZVI392	Bquis but ba bcum bnisi ba ba bleo bmus bsapien bsed bpotenti but ba bve bcras ba.	42:58.0	515		
17	IOU412	Bamet bin.	43:14.9	511		
17	ADQ781	Borci beu ba bdis ba bin ba bmassa bconsectetuer burna blibero.	43:15.5	409		
17	IOU412	Borci beu ba bad bet bnibh bcum ba bnonummy ba.	43:44.6	511		
17	ZVI392	Bodio bin bblandit ba.	43:50.8	515		
17	ADQ781	Bpede bmi ba baptent.	44:03.4	409		
17	EPR018	Bodio bmi ba bante bmauris bproin bin.	45:10.1	409		
17	IXT460	Bnisl bad ba beget ba.	45:11.7	205	101	100
17	LER634	Bodio bac ba bnunc ba bmorbi bdapibus bsed.	45:42.0	509		
17	IXT460	Beros bin ba.	46:06.9	205		
17	LER634	Beget bve bid ba beget ba ba ba.	46:16.7	509		
17	ALE837	Bcras bad.	46:18.4	513		
17	ALE837	Barcu bat bac ba ba.	48:27.7	513		
17	EQD264	Beget bet ba bmi ba bpede ba bpede ba.	48:53.4	409		
17	DPH631	Bodio bat beget ba blibero bfacilisis biaculis ba bsed bplatea bat brisus bid ba bid.	49:11.5	509		
17	WYP854	Bodio bac ba beu ba bve bat.	50:03.2	107		
17	ALE837	Bante but beget bat.	50:27.6	513		
17	WYP854	Bcras bat bad bmi bsit bneque.	50:36.2	107		
17	ALE837	Benim but.	51:16.9	513		
17	APZ612	Bodio bid beu bmus begestas.	51:16.9	209		
17	LTV094	Berat beu.	51:44.3	629		
17	PVZ436	Beget bat ba.	52:05.7	629		
17	APZ612	Bquis but bet bturpis bnisl bet ba.	52:09.6	413		
17	LTV094	Bdiam bat ba bdolor ba ba blacus ba bmi bfacilisis.	52:10.6	629		
17	APZ612	Benim bet ba.	52:36.7	413		
17	SPI314	Bquis beu ba bac bvitae ba ba ba bquam bcum ba bneque bnisl bnunc.	52:41.3	507		
17	SPI314	Barcu bve ba but ba bduis ba ba ba.	52:55.0	507		
17	WYP854	Beget but ba baccumsan ba best bdui bat.	53:44.6	107		
17	ALE837	Beget bac bet benim bper best bin ba ba.	55:12.3	513		
17	KNR831	Bnisl beu ba bdui bsem bcras ba ba ba bmagnis ba.	55:54.4	517		
17	YCR723	Bduis bac ba ba ba ba but ba.	55:57.5	511		
17	LER634	Bquam bid ba bjusto bmi bligula bnulla.	56:20.9	509		
17	YCR723	Benim bac ba.	56:23.6	511		
17	LER634	Berat bin.	56:40.4	509		
17	YCR723	Bnisi bat.	57:05.9	511		
17	WYP854	Bquis bad ba bhac.	58:03.3	107		
17	RAI572	Bnunc bat bin ba benim ba ba blectus bat ba.	58:16.7	629		
17	SPI314	Bdiam bin borci bmi.	58:28.6	507		
17	RAI572	Belit bve ba bnec.	58:37.8	629		
17	YCR723	Bnibh bet ba ba.	58:45.8	511		
17	RAI572	Bnisi bet bve bmus ba ba blorem ba bfusce ba bduis bsem bhac bquis bdiam bvel bid.	58:56.6	629		
17	LER634	Bduis bat ba bduis bnon ba bat ba bac btortor ba bcursus ba baccumsan.	58:58.1	509		400
17	RAI572	Belit bid.	59:15.2	629		
17	RAI572	Belit bac.	59:29.4	629		
17	RAI572	Bcras bin bat bsem.	59:53.7	629		
17	SPI314	Beget but bet bvelit bcongue ba ba bvel bmontes ba blitora bcongue ba bluctus.	59:54.2	507		
17	HMS840	Benim bad ba bet ba.	00:23.1	409		
17	YWI795	Bnisl beu ba bcum bad bquisque ba bnam ba bnibh bsed beu.	00:33.6	413		
17	HMS840	Bpede beu ba bnon.	00:37.7	409		
17	HMS840	Bnibh bad but burna bdis ba bsed bjusto brisus ba ba.	00:57.8	409		
17	DJZ516	Bnisi bad beu ba bin ba bmorbi.	01:27.1	205		
17	AGU058	Bquis bmi.	02:13.3	509		
17	YWI795	Barcu bve biaculis bvolutpat bmus ba best ba.	02:49.0	413		
17	SYV137	Bnibh bmi bid bnec bleo.	02:50.4	517		
17	YWI795	Benim but bid bsem bhac but baliquet bcras ba.	02:59.0	209		
17	VCM016	Bnibh bmi bquam.	03:31.7	515		
17	ALE837	Bnunc bmi.	04:51.4	513		
17	SEK173	Bnunc bet.	05:37.7	507		
17	SPF970	Bpede bad ba ba ba ba ba bvel bid.	05:49.8	205	101	100
17	RBT219	Bnisi bet ba burna btortor ba bmolestie ba.	06:55.0	409		
17	AGU058	Bnunc bmi ba bdolor ba bdis bac.	07:02.8	509		
17	RBT219	Bnisl bmi bac ba ba ba bhabitasse ba bmi.	07:48.4	409		
17	AGU058	Bamet bad ba btellus bat baenean ba beu blitora betiam bper bhac beu bdiam.	08:55.4	509		
17	YCU023	Bdiam bet ba bleo ba ba ba bsemper bdis beu blobortis bnetus ba.	09:26.8	209		
17	EVB234	Beros beu bnatoque brisus bmi bve.	09:37.2	413		
17	SEK173	Berat bmi bet bsemper bvel ba bvolutpat bduis ba bipsum.	09:37.5	507		
17	EVB234	Bamet bet.	10:08.3	413		
17	SEK173	Bduis bmi ba bet btortor bnam bproin.	10:10.7	507		
17	EBL860	Bcras beu ba bve belit ba ba ba.	11:03.0	511		
17	QZH295	Belit bve beros ba ba bpretium ba beu ba bin bat bhac.	11:31.7	509		
17	YAP829	Bnisi bmi ba bat bvel.	11:42.7	629		
17	QZH295	Bnibh bve.	12:22.2	509		400
17	IOU412	Bnisl beu ba ba btristique bodio beu ba.	13:29.4	515		
17	KUR214	Borci bid bcubilia bdonec bad.	13:40.4	409		
17	EBL860	Bquam bmi ba ba bve bante ba bnatoque beni ba.	13:54.0	511		
17	ICB356	Bodio bmi.	13:55.6	517	507	500
17	ICB356	Bcras bin but ba ba ba ba ba.	14:46.0	517		
17	YXF326	Bquis bat ba ba ba ba ba.	14:46.9	409		
17	YXF326	Belit but ba bnetus ba bsollicitudin.	15:19.3	409		
17	BIP389	Bduis bid ba beu bdui bdis bmi bmetus but.	15:41.9	607		
17	PVZ436	Bodio bad ba bid bdiam baenean ba ba bdiam bvelit bmi.	16:04.8	517	503	500
17	BIP389	Beget bet beros bet bnisl.	16:15.7	607		
17	PVZ436	Bquis but.	16:38.2	517		
17	BIP389	Bnunc bad bin.	16:46.5	607		
17	TRJ645	Bnunc bin.	17:11.6	507		
17	BIP389	Borci bac.	17:12.8	607		
17	DPL397	Berat bat ba ba bdiam bfelis bmi ba ba bdolor begestas bnam ba ba.	17:30.1	629		
17	QLV652	Bquis bin ba.	17:53.5	209		
17	DPL397	Benim bad.	17:53.9	629		
17	ARS065	Bpede but bodio.	18:07.5	629		
17	QZH295	Bodio bac.	18:08.8	509		
17	PVZ436	Bnunc bid ba bin bsit bcum blacus bvitae beu ba beu bsed bnec beu bleo.	18:14.8	517	501	500
17	DPL397	Barcu bad ba ba bleo ba ba bnon ba bamet.	18:17.2	629		
17	ARS065	Barcu but ba bad but.	18:30.6	629		
17	QZH295	Bnisi bid ba bcursus bmus bmi beuismod ba blectus beni.	18:34.4	509		
17	QLV652	Bante but ba ba ba.	18:46.2	209		
17	ARS065	Bquis but.	19:00.9	629		
17	JYZ708	Berat beu bid bsenectus ba bnam blorem ba ba ba biaculis ba bve.	19:03.9	409		
17	QZH295	Bnunc bad.	19:06.5	509		
17	QZH295	Bodio beu ba ba ba.	19:24.6	509		
17	ILA012	Bnibh bet ba blitora bsapien ba ba.	19:36.3	409		
17	QLV652	Bduis bad beu bneque bac bconsequat bvelit bve.	19:54.7	209		
17	EBL860	Burna bin but ba beget ba bin beni.	20:13.0	511		
17	QLV652	Bnibh bad bac bpulvinar bnulla btaciti beni.	20:21.5	209		
17	ARS065	Bante bid.	20:27.2	629	203	200
17	QZH295	Bamet bve bat bprimis bplatea bfeugiat ba bve but bper.	20:33.4	509		
17	QZH295	Bnunc bmi ba ba barcu ba bmorbi bper ba bvolutpat bnunc bet ba bnam borci.	21:01.4	509		
17	YLV153	Beget bet beu.	21:05.8	107		
17	QZH295	Beros bet beu bac bleo ba bcum ba ba ba bcum brutrum btaciti.	21:30.8	509		
17	AHN391	Berat bet.	21:33.5	513		
17	QZH295	Bquam but bamet bquam ba bad bsit ba ba.	21:54.1	509		
17	DZV145	Borci bve bin bac ba ba ba beni ba ba bturpis ba borci ba.	22:03.6	607		
17	LED479	Bnisl bve ba bdonec bid ba bve bauctor bfelis.	24:24.6	629		
17	LED479	Bante bve.	25:17.8	629		
17	GFM783	Bquam bid benim bnam ba bve.	25:36.3	607		
17	YCR723	Bnunc beu bid bante ba bnec ba ba.	25:55.6	515		
17	PJL425	Beros bat.	25:55.8	517		
17	QLV652	Bnisl bin ba bfames bamet ba ba bmontes.	26:28.1	209		
17	AHN391	Bamet bid bconubia bpraesent bdui ba ba blitora ba ba bsodales bsed ba bproin ba.	26:40.3	209		
17	QLV652	Bnisl bmi beu bnibh bnunc bullamcorper bmontes bat.	26:48.8	413		
17	IXT460	Bnunc but ba ba.	27:07.7	409		
17	QLV652	Bnibh bac ba bsociis bsemper but ba bsapien ba.	27:08.2	413		
17	ARS065	Borci beu but blobortis.	27:17.4	629		
17	IXT460	Burna but ba bquam.	27:32.6	409		
17	QLV652	Borci but beget bporta bsollicitudin bnisi bper ba bquis bpurus bpellentesque burna bsed ba bvivamus.	27:43.4	209		
17	SYA283	Beros bmi bet bmassa.	28:22.0	517		
17	KFN372	Bnunc bat.	28:49.4	511		
17	NHZ581	Bquam bac ba ba bcum ba ba ba ba ba bpenatibus bsed.	33:06.2	507	479	400
17	EPR018	Bcras but.	34:38.1	205	101	100
17	AHN391	Benim bad bodio bante ba ba baenean.	35:14.2	513		
17	AHN391	Bquis beu ba ba ba ba bproin ba bparturient.	35:37.6	513		
17	CSV482	Bnibh bmi ba blectus ba ba bhabitasse.	35:38.4	509		
17	NHZ581	Bnibh bet but baccumsan ba bhac beget ba ba belementum bdis bin bante ba ba ba ba.	35:39.6	507	479	400
17	NHZ581	Bdiam bac ba bornare bpede best but bnam bcursus.	35:53.6	507		
17	NHZ581	Bnisl beu but bnec ba bdui bcondimentum ba bac burna bmagna bsem.	36:23.7	507		
17	KFN372	Borci bmi.	36:28.2	209		
17	NHZ581	Beget bet binteger.	36:38.9	507		
17	ZKY831	Burna bat ba ba bsed.	37:34.1	517		
17	DPH631	Bquis bmi.	37:36.5	513		
17	NHZ581	Bante bmi ba ba bleo ba ba ba bquis ba.	38:25.8	507		
17	AYO527	Barcu bad ba ba bmi ba.	38:51.2	517	507	500
17	NHZ581	Bnibh bac.	39:16.9	507		
17	NHZ581	Burna bid ba bvitae burna ba ba bneque ba ba bmetus ba ba ba bsem bid.	39:47.1	507		
17	GJK683	Borci bmi ba.	40:26.7	209		
17	NHZ581	Bdiam but bad bdonec beuismod.	41:00.6	507		
17	MPO083	Barcu bad ba ba ba bmagnis bfermentum bvivamus ba bin ba ba bante bmassa.	41:07.6	511		
17	EQD264	Bquam but beu best bad bdolor.	41:54.6	209		
17	SPF970	Borci bin ba bper blitora ba bleo.	42:34.4	409		
17	ALE837	Bnunc bad.	43:27.1	517		
17	SPF970	Bquam bad bve but bdis bjusto brhoncus bnec bfames.	43:37.5	409		
17	MPO083	Beros bad barcu burna ba ba bsit bnisl bquis ba ba bet.	44:24.7	511		
17	MPO083	Bnibh bad ba ba bin.	44:45.1	511		
17	ALE837	Burna bac.	44:52.4	517		
17	HMS840	Bodio bat ba bcum ba bmassa ba ba ba.	45:25.6	209		
17	ALE837	Bnisl bac ba ba bac but bfelis bconubia bcum ba bposuere.	46:03.1	517		
17	DPH631	Bcras bin ba bnec bdonec bsodales btempor binceptos bid bcongue.	46:09.1	513		
17	ALE837	Borci bet.	46:28.9	517		
17	LER634	Bnibh bmi bac ba bsit ba.	47:55.8	513		
17	MPO083	Bamet bet.	48:44.3	511		
17	LER634	Belit bid bmi.	48:55.2	513		
17	KNR831	Beros bad.	49:03.6	629		
17	LGO801	Beros bin ba bquam ba ba bligula bdui.	52:04.0	629		
17	APZ612	Berat bad ba bac bvitae.	53:52.8	509		
17	APZ612	Bquam bat bet bac bper brisus ba bporta bquisque bornare ba.	54:36.0	509		
17	JYZ708	Beros bet blacinia ba bve.	54:55.4	409		
17	APZ612	Bquam bad ba ba bin belit bauctor bipsum ba ba ba bmontes.	54:56.9	509		
17	APZ612	Bnisl bin ba ba bcum ba bmagna ba bneque.	55:13.5	509		
17	FTI653	Berat bat ba burna ba ba bquis ba brutrum bat ba.	55:17.2	205	101	100
17	HMS840	Berat bet.	56:06.4	209		
17	XRO730	Bcras but bid bquam burna.	56:31.5	107		
17	FZA809	Bante bad ba ba bnisl beu ba bclass.	56:34.8	507		
17	XRO730	Benim bet bid bduis bsem ba ba bfringilla binteger ba beni ba bsapien.	57:03.1	107		
17	RBT219	Bnisl bmi bac ba bamet bet bin.	57:04.9	209		
17	MAU864	Beget bet ba benim bante ba but bat bnon bat.	57:25.1	409		
17	EBL860	Beget bin ba ba ba btortor.	58:01.3	515		
17	MPO083	Bnibh beu.	58:24.8	209		
17	RBT219	Benim bmi ba blitora.	58:54.2	413		
17	FHU982	Bduis bmi bnisl ba ba bnostra bcongue bsollicitudin ba.	59:16.3	517		
17	XRO730	Bnunc bet ba ba bmalesuada ba bac bphasellus bauctor bnon bluctus.	59:35.1	107		
17	SPI314	Bduis bet bblandit bsagittis bnon ba bet ba blibero bin brutrum.	00:02.1	511		
17	AGU058	Bpede bin ba ba bquam ba.	00:12.1	513		
17	XRO730	Beget bac ba ba bluctus bat ba bin bet bmagna bmi ba bprimis.	00:18.1	107		
17	ZVI392	Barcu bat ba bornare bac ba bporta ba bhymenaeos ba.	00:21.5	517		
17	KUR214	Bnisl but ba bid ba ba.	00:43.9	205	101	100
17	XRO730	Belit bat bnisi bmus.	00:51.0	107		
17	SPI314	Bnunc but ba ba btincidunt.	01:23.0	511		
17	AGU058	Bnibh bin ba bin bsed bve ba ba bvel barcu.	01:34.5	513		
17	KNR831	Belit bac.	01:41.1	517		
17	AGU058	Bquis beu ba bat ba best ba bpretium beni.	02:15.8	513	209	200
17	XRO730	Bduis beu ba ba best benim ba ba.	03:01.4	107		
17	KNR831	Bnisl bve ba bcum bsed ba.	03:43.1	517		
17	LGO801	Bdiam but ba ba ba bmauris bconsequat ba bmollis.	04:33.7	517	507	500
17	SPI314	Bnisi bmi ba bnulla bnetus bat beget beu.	04:59.6	511		
17	FTI653	Burna bat bnisl btaciti ba binceptos bconsectetuer bdiam ba ba bhendrerit bquam.	05:18.5	409		
17	LGO801	Bquis bet ba bve.	05:26.9	517	503	500
17	MPE786	Bnisl bid ba bdui baenean ba ba ba.	06:44.5	629		
17	AGU058	Bnisi bac.	06:58.2	513		
17	VCM016	Beros bve.	07:03.8	629		
17	MPE786	Bcras bid ba binterdum ba bnam betiam.	07:07.4	629		
17	SYV137	Beget bve ba bnam brhoncus bcurabitur beget bmi bin bjusto ba.	07:17.5	517	505	500
17	VFX591	Benim bac bad bhabitant ba ba bnibh ba ba bat belit ba.	07:18.5	409		
17	AGU058	Bante bet ba ba bsit burna beget.	07:19.4	513		
17	MPE786	Bodio beu benim ba baugue bvelit ba bve ba beu ba ba bluctus.	07:29.2	629		
17	VFX591	Bquam bet bat bsuscipit ba best beros benim bullamcorper bplatea.	07:49.8	409		
17	KBY534	Bodio bet bmi bmagnis bnibh bin.	08:17.6	107		
17	VFX591	Beget bin ba best beni ba binteger bpotenti ba bnec ba beget ba bvelit.	08:25.0	409		
17	KNR831	Bamet bve bid bin bdui.	11:08.0	517		
17	YWI795	Borci bve ba bfringilla bper ba.	11:13.1	509		400
17	ZPW452	Barcu bac.	12:37.3	507		
17	SPI314	Bodio bat ba blibero bpulvinar blectus.	13:32.6	209		
17	SPI314	Bante bet.	13:32.6	209		
17	GSF615	Bpede bin bdapibus bpraesent best ba ba ba bhabitasse bhac ba bmagna bpede.	13:41.6	629		
17	EPR018	Barcu bmi bin bsem.	14:04.1	409		
17	SEK173	Bante bat ba ba beni bfames ba.	14:08.2	511		
17	AGU058	Beget bve ba bamet ba ba bad bplatea bnullam bgravida ba.	14:08.4	513	209	200
17	EPR018	Berat bat bac best bpulvinar bve bnon bad bmorbi blacinia bnam bac ba bquam bcongue bcurae.	14:31.5	409		
17	YKN950	Bnisl bad ba bsem bmagna beuismod bnec ba bnunc ba ba bligula.	14:38.5	413		
17	FQP941	Bdiam bin.	14:44.5	205	101	100
17	EZQ530	Berat bad brhoncus bquis ba bvitae bac bnibh bnisi ba bmagna bauctor ba bvarius.	14:55.6	517		
17	EPR018	Bodio bac ba bin bluctus ba ba ba ba.	15:03.9	409		
17	EZQ530	Borci bet ba btortor bhac ba beni btellus.	15:23.4	517		
17	QDR380	Bquam bmi ba ba ba bporta ba.	16:30.5	629		
17	QZH295	Bdiam bet ba ba.	16:37.0	513		
17	YWI795	Bodio bet ba bquam.	16:39.5	509		
17	QZH295	Bduis bmi.	17:07.3	513		
17	QZH295	Bnunc bad.	17:26.1	513		
17	XSZ543	Bamet bin bmi ba bnisi ba bnec benim ba bodio ba bfames bvitae bin.	18:07.6	409		
17	SEK173	Bante bid.	18:36.8	511		
17	YBJ023	Bquis bat ba bpretium bhac.	18:57.0	629		
17	MPO083	Bpede bad bat bet ba ba ba ba bet.	19:11.8	515		
17	YBJ023	Bquam bid ba bsem bid baliquam bpurus ba bnisl.	19:28.4	629		
17	YBJ023	Benim bmi bat.	19:45.0	629		
17	MPO083	Borci bve bat bvelit ba bquam ba ba ba ba but ba bsit bad beu ba bposuere.	19:54.3	515		
17	YBJ023	Bnibh bmi ba beuismod ba betiam.	20:12.6	629		
17	EZQ530	Bnisi beu bmi bin bdui bvelit ba bcras ba.	20:21.7	517		
17	YBJ023	Bante beu.	20:32.4	629		
17	YBJ023	Bpede bid.	21:02.8	629		
17	XSZ543	Belit bmi bve bleo bfacilisi bid bcum.	21:11.1	409		
