TS_LOAD	SYS_DESC	VEH_SER_NO	OPR_NAME
29:53.0	STVMS Tracking Chassis Start	TEP325	Chassis Start
29:56.0	STVMS Tracking Chassis Start	NKE126	Chassis Start
29:59.0	STVMS Tracking Chassis Start	FMU279	Chassis Start
30:52.0	Assembly Line Tracker	TRL028	Pool 60 Start
31:00.0	U-BOLT	SNI285	Front U-Bolt
31:35.1	Hood Conveyor	TFX540	Hood Upload
31:39.2	OMT Offline Tracking	USD901	Enter Offline
31:55.1	Cab Conveyer	WTB963	Cab Upload 2
31:55.1	Cab Conveyor / Monorail	WTB963	Cab Upload
33:15.0	U-BOLT	SNI285	Rear U-Bolt
33:32.7	Cab in white conveyer	ILA012	CIW upload
34:11.9	Paint Inspection	ZIQ738	PAINT
35:33.9	Hood Conveyor	TRL028	Hood Upload
35:35.0	STVMS Tracking Top Station	TEP325	Top Station
35:50.8	Assembly Line Tracker	TEP325	Pool 60 Start
38:37.0	U-BOLT	PMN417	Front U-Bolt
40:50.5	Assembly Line Tracker	ERC382	Pool 13 Start
41:23.4	Cab Conveyer	NKM173	Cab Upload 2
41:23.4	Cab Conveyor / Monorail	NKM173	Cab Upload
43:20.1	Cab in white conveyer	FQP941	CIW upload
43:40.0	STVMS Tracking Top Station	NKE126	Top Station
43:57.2	Hood Conveyor	TEP325	Hood Upload
44:05.0	STVMS Tracking Chassis Start	QMA357	Chassis Start
44:06.6	Cab call scan	UBZ174	A Line
44:09.0	STVMS Tracking Chassis Start	ERC382	Chassis Start
44:12.0	STVMS Tracking Chassis Start	GQV369	Chassis Start
45:52.3	Assembly Line Tracker	NKE126	Pool 60 Start
46:35.7	Cab Call Scan	PMG926	B Line
47:33.3	Cab Conveyer	JOM027	Cab Upload 2
47:33.3	Cab Conveyor / Monorail	JOM027	Cab Upload
50:04.0	U-BOLT	ZDI213	Rear U-Bolt
50:47.6	Hood Conveyor	NKE126	Hood Upload
50:48.6	Cab Conveyer	AJF195	Cab Upload 2
50:48.6	Cab Conveyor / Monorail	AJF195	Cab Upload
51:02.0	Cab Call Scan	QDR380	B Line
51:52.7	Paint Inspection	THO850	PAINT
52:51.2	Hood Conveyor	FMU279	Hood Upload
53:06.2	OMT Offline Tracking	CQU695	Enter Offline
54:17.7	Cab in white conveyer	HQI892	CIW upload
55:10.0	STVMS Tracking Top Station	FMU279	Top Station
55:50.6	Assembly Line Tracker	FMU279	Pool 60 Start
55:58.0	U-BOLT	ALE837	Front U-Bolt
56:05.0	OMT Offline Tracking	WBH162	Enter Offline
57:02.5	Hood Conveyor	QMA357	Hood Upload
57:56.0	STVMS Tracking Top Station	QMA357	Top Station
58:24.0	Cab call scan	GOB710	A Line
58:50.2	Paint Inspection	ARS065	PAINT
58:52.0	STVMS Tracking Chassis Start	QZB271	Chassis Start
58:54.0	U-BOLT	ALE837	Rear U-Bolt
58:55.0	STVMS Tracking Chassis Start	YGL283	Chassis Start
00:52.1	Assembly Line Tracker	QMA357	Pool 60 Start
02:03.7	Cab in white conveyer	MAU864	CIW upload
02:31.0	U-BOLT	WQB451	Front U-Bolt
02:39.7	Cab Conveyer	DZV145	Cab Upload 2
02:39.7	Cab Conveyor / Monorail	DZV145	Cab Upload
04:56.1	Paint Inspection	EZQ530	PAINT
05:12.0	U-BOLT	WQB451	Rear U-Bolt
06:42.3	Paint Inspection	OXE951	PAINT
06:46.0	STVMS Tracking Top Station	ERC382	Top Station
07:12.0	Cab in white conveyer	WBR310	CIW upload
07:59.6	Hood Conveyor	ERC382	Hood Upload
09:55.2	Hood Conveyor	GQV369	Hood Upload
10:50.6	Assembly Line Tracker	YGL283	Pool 13 Start
10:51.2	Assembly Line Tracker	QZB271	Pool 13 Start
10:51.7	Assembly Line Tracker	GQV369	Pool 13 Start
10:52.3	Assembly Line Tracker	ERC382	Pool 60 Start
10:52.8	Assembly Line Tracker	RHX208	Pool 13 Start
10:58.9	Cab Conveyer	UBZ174	Cab Upload 2
10:58.9	Cab Conveyor / Monorail	UBZ174	Cab Upload
11:21.2	Paint Inspection	TZO690	PAINT
11:23.0	U-BOLT	KMA503	Front U-Bolt
12:58.5	Cab in white conveyer	LPU731	CIW upload
13:45.5	Cab call scan	CSW718	A Line
13:56.0	Hood Conveyor	QZB271	Hood Upload
14:25.4	OMT Offline Tracking	DVM139	Enter Offline
14:34.0	STVMS Tracking Top Station	GQV369	Top Station
15:50.6	Assembly Line Tracker	GQV369	Pool 60 Start
16:08.9	Paint Inspection	LED479	PAINT
17:45.0	U-BOLT	KSX968	Front U-Bolt
17:52.1	OMT Offline Tracking	TYA561	Enter Offline
18:01.2	Hood Conveyor	YGL283	Hood Upload
18:14.2	Cab Conveyer	GOB710	Cab Upload 2
18:14.2	Cab Conveyor / Monorail	GOB710	Cab Upload
18:33.7	Cab Call Scan	MHU637	B Line
19:28.0	STVMS Tracking Top Station	QZB271	Top Station
20:50.7	Assembly Line Tracker	WRT608	Pool 13 Start
20:51.2	Assembly Line Tracker	QZB271	Pool 60 Start
22:13.1	Paint Inspection	QBR938	PAINT
22:19.6	Hood Conveyor	RHX208	Hood Upload
22:31.1	Cab in white conveyer	KTN409	CIW upload
24:34.6	OMT Offline Tracking	UBJ603	Enter Offline
24:34.6	OMT Offline Tracking	UBJ603	Sold
25:12.0	U-BOLT	TFX540	Front U-Bolt
25:31.0	STVMS Tracking Top Station	YGL283	Top Station
25:51.0	Assembly Line Tracker	YGL283	Pool 60 Start
27:07.6	Cab in white conveyer	AYD251	CIW upload
27:23.2	Cab Conveyer	PMG926	Cab Upload 2
27:23.2	Cab Conveyor / Monorail	PMG926	Cab Upload
27:41.1	OMT Offline Tracking	GPJ498	Enter Offline
27:48.0	U-BOLT	TFX540	Rear U-Bolt
28:22.5	Paint Inspection	YBJ023	PAINT
29:10.0	STVMS Tracking Chassis Start	RHX208	Chassis Start
29:13.0	STVMS Tracking Chassis Start	WRT608	Chassis Start
29:17.0	STVMS Tracking Chassis Start	NUX358	Chassis Start
29:32.8	Cab call scan	USH564	A Line
31:34.0	U-BOLT	XFN395	Front U-Bolt
31:42.6	Hood Conveyor	WRT608	Hood Upload
31:51.0	STVMS Tracking Top Station	RHX208	Top Station
33:21.6	Cab Call Scan	DZO637	B Line
33:26.2	Paint Inspection	UWT728	PAINT
34:05.7	Cab in white conveyer	SFZ186	CIW upload
34:43.0	U-BOLT	XFN395	Rear U-Bolt
35:37.3	Cab Conveyer	QDR380	Cab Upload 2
35:37.3	Cab Conveyor / Monorail	QDR380	Cab Upload
35:44.3	Hood Conveyor	NUX358	Hood Upload
35:51.4	Assembly Line Tracker	RHX208	Pool 60 Start
38:52.0	U-BOLT	TRL028	Front U-Bolt
39:05.2	Paint Inspection	ICB356	PAINT
39:38.0	STVMS Tracking Top Station	WRT608	Top Station
40:50.7	Assembly Line Tracker	WRT608	Pool 60 Start
41:13.3	Cab Conveyer	CSW718	Cab Upload 2
41:13.3	Cab Conveyor / Monorail	CSW718	Cab Upload
43:05.4	OMT Offline Tracking	OTS758	Enter Offline
43:05.4	OMT Offline Tracking	OTS758	Sold
43:14.5	Cab call scan	CJQ075	A Line
45:22.3	Cab in white conveyer	XSZ543	CIW upload
45:50.7	Assembly Line Tracker	GDR742	Pool 13 Start
45:52.0	Assembly Line Tracker	NUX358	Pool 13 Start
45:52.7	Assembly Line Tracker	SPA495	Pool 13 Start
48:22.0	U-BOLT	TEP325	Front U-Bolt
48:45.7	OMT Offline Tracking	JYL728	Enter Offline
49:23.0	STVMS Tracking Top Station	NUX358	Top Station
49:39.2	Hood Conveyor	GDR742	Hood Upload
50:18.0	STVMS Tracking Chassis Start	GDR742	Chassis Start
50:21.0	STVMS Tracking Chassis Start	SPA495	Chassis Start
50:24.0	STVMS Tracking Chassis Start	RAI572	Chassis Start
50:52.9	Assembly Line Tracker	NUX358	Pool 60 Start
53:42.2	Hood Conveyor	SPA495	Hood Upload
54:11.0	U-BOLT	NKE126	Front U-Bolt
55:32.0	U-BOLT	NKE126	Rear U-Bolt
55:50.8	Assembly Line Tracker	RAI572	Pool 13 Start
56:05.9	Cab Conveyer	MHU637	Cab Upload 2
56:05.9	Cab Conveyor / Monorail	MHU637	Cab Upload
57:38.7	Paint Inspection	MPE786	PAINT
57:46.0	Cab Call Scan	RQJ940	B Line
57:53.9	OMT Offline Tracking	XWK825	Enter Offline
58:23.0	Cab Conveyer	USH564	Cab Upload 2
58:23.0	Cab Conveyor / Monorail	USH564	Cab Upload
58:38.5	Cab call scan	YDL247	A Line
58:57.5	Hood Conveyor	RAI572	Hood Upload
59:17.1	Cab in white conveyer	PWR481	CIW upload
02:13.0	U-BOLT	FMU279	Front U-Bolt
02:37.0	STVMS Tracking Top Station	GDR742	Top Station
03:11.9	Paint Inspection	GSF615	PAINT
03:31.7	Hood Conveyor	LTV094	Hood Upload
04:49.0	U-BOLT	FMU279	Rear U-Bolt
05:50.8	Assembly Line Tracker	GDR742	Pool 60 Start
06:00.2	OMT Offline Tracking	OTX594	Enter Offline
06:12.2	OMT Offline Tracking	NUR218	Enter Offline
06:42.9	Cab in white conveyer	XGC043	CIW upload
08:10.3	Cab Conveyer	DZO637	Cab Upload 2
08:10.3	Cab Conveyor / Monorail	DZO637	Cab Upload
09:10.0	U-BOLT	QMA357	Front U-Bolt
10:01.0	STVMS Tracking Top Station	SPA495	Top Station
10:34.0	U-BOLT	QMA357	Rear U-Bolt
10:43.0	Hood Conveyor	YAP829	Hood Upload
10:47.7	Paint Inspection	JBC439	PAINT
10:50.9	Assembly Line Tracker	YAP829	Pool 13 Start
10:51.6	Assembly Line Tracker	LTV094	Pool 13 Start
10:52.4	Assembly Line Tracker	SPA495	Pool 60 Start
11:00.5	Cab call scan	GFM783	A Line
12:34.9	Cab in white conveyer	JIN079	CIW upload
14:21.8	Cab Call Scan	JCM567	B Line
15:48.8	Hood Conveyor	ZIQ738	Hood Upload
15:53.0	STVMS Tracking Top Station	RAI572	Top Station
16:07.8	Cab Conveyer	CJQ075	Cab Upload 2
16:07.8	Cab Conveyor / Monorail	CJQ075	Cab Upload
16:43.0	U-BOLT	ERC382	Front U-Bolt
17:55.0	U-BOLT	ERC382	Rear U-Bolt
18:18.6	Cab in white conveyer	HCS198	CIW upload
18:39.2	OMT Offline Tracking	KSP816	Enter Offline
19:12.0	STVMS Tracking Chassis Start	LTV094	Chassis Start
19:14.0	STVMS Tracking Chassis Start	YAP829	Chassis Start
19:17.0	STVMS Tracking Chassis Start	ZIQ738	Chassis Start
19:19.0	Paint Inspection	QPC953	PAINT
19:20.0	STVMS Tracking Chassis Start	THO850	Chassis Start
20:02.3	Cab Conveyer	RQJ940	Cab Upload 2
20:02.3	Cab Conveyor / Monorail	RQJ940	Cab Upload
20:54.4	Assembly Line Tracker	RAI572	Pool 60 Start
21:33.1	OMT Offline Tracking	JBQ468	Enter Offline
24:05.8	Hood Conveyor	THO850	Hood Upload
24:13.2	Cab Call Scan	EUZ386	B Line
24:45.0	U-BOLT	GQV369	Front U-Bolt
26:32.2	Cab call scan	TMZ629	A Line
26:56.0	STVMS Tracking Top Station	LTV094	Top Station
28:36.8	Hood Conveyor	EZQ530	Hood Upload
29:10.3	Cab in white conveyer	TMU402	CIW upload
30:18.3	Cab Conveyer	YDL247	Cab Upload 2
30:18.3	Cab Conveyor / Monorail	YDL247	Cab Upload
30:50.9	Assembly Line Tracker	THO850	Pool 13 Start
30:51.8	Assembly Line Tracker	ZIQ738	Pool 13 Start
30:52.7	Assembly Line Tracker	LTV094	Pool 60 Start
31:29.0	STVMS Tracking Top Station	YAP829	Top Station
31:36.0	U-BOLT	QZB271	Front U-Bolt
33:25.7	Cab Call Scan	PMN417	B Line
34:04.0	U-BOLT	QZB271	Rear U-Bolt
35:51.7	Assembly Line Tracker	YAP829	Pool 60 Start
36:12.0	STVMS Tracking Chassis Start	EZQ530	Chassis Start
36:15.0	STVMS Tracking Chassis Start	ARS065	Chassis Start
37:44.9	Cab in white conveyer	EBM074	CIW upload
38:17.0	STVMS Tracking Top Station	ZIQ738	Top Station
39:36.7	OMT Offline Tracking	LVP764	Enter Offline
40:30.0	U-BOLT	YGL283	Rear U-Bolt
40:51.1	Assembly Line Tracker	ZIQ738	Pool 60 Start
40:52.0	Assembly Line Tracker	EZQ530	Pool 13 Start
40:54.9	Cab Conveyer	JCM567	Cab Upload 2
40:54.9	Cab Conveyor / Monorail	JCM567	Cab Upload
40:57.8	Cab call scan	SNI285	A Line
41:16.4	Hood Conveyor	ARS065	Hood Upload
42:47.0	STVMS Tracking Top Station	THO850	Top Station
42:54.0	OMT Offline Tracking	QVP853	Enter Offline
43:14.4	Paint Inspection	SYA283	PAINT
45:19.8	Hood Conveyor	TZO690	Hood Upload
45:27.4	Cab Conveyor / Monorail	GFM783	Cab Upload
45:27.4	Cab Conveyer	GFM783	Cab Upload 2
45:50.9	Assembly Line Tracker	THO850	Pool 60 Start
46:54.3	Cab in white conveyer	TBP914	CIW upload
47:09.4	Cab Call Scan	ZDI213	B Line
47:35.0	U-BOLT	RHX208	Rear U-Bolt
48:58.1	Paint Inspection	VFR160	PAINT
49:19.0	STVMS Tracking Chassis Start	TZO690	Chassis Start
49:24.0	STVMS Tracking Chassis Start	QBR938	Chassis Start
50:17.9	Hood Conveyor	LED479	Hood Upload
50:50.9	Assembly Line Tracker	TZO690	Pool 13 Start
50:51.9	Assembly Line Tracker	ARS065	Pool 13 Start
51:42.9	Cab in white conveyer	XJI184	CIW upload
52:43.0	U-BOLT	WRT608	Front U-Bolt
53:02.6	Paint Inspection	PVZ436	PAINT
54:31.7	Hood Conveyor	YBJ023	Hood Upload
54:50.0	STVMS Tracking Top Station	EZQ530	Top Station
55:49.9	Cab Conveyer	EUZ386	Cab Upload 2
55:49.9	Cab Conveyor / Monorail	EUZ386	Cab Upload
55:51.1	Assembly Line Tracker	EZQ530	Pool 60 Start
56:38.5	Cab call scan	WQB451	A Line
57:40.1	Paint Inspection	ZKY831	PAINT
58:37.5	Hood Conveyor	DPL397	Hood Upload
59:15.4	Cab in white conveyer	BJM584	CIW upload
59:43.4	Cab Conveyer	TMZ629	Cab Upload 2
59:43.4	Cab Conveyor / Monorail	TMZ629	Cab Upload
00:33.0	U-BOLT	NUX358	Front U-Bolt
00:35.3	OMT Offline Tracking	XLW275	Enter Offline
00:36.0	STVMS Tracking Top Station	ARS065	Top Station
00:49.5	OMT Offline Tracking	TPJ583	Enter Offline
00:49.5	OMT Offline Tracking	TPJ583	Sold
00:51.0	Assembly Line Tracker	ARS065	Pool 60 Start
00:52.0	Assembly Line Tracker	LED479	Pool 13 Start
00:52.9	Assembly Line Tracker	QBR938	Pool 13 Start
02:24.9	Cab Call Scan	KMA503	B Line
02:36.8	Paint Inspection	JKZ317	PAINT
03:32.0	STVMS Tracking Top Station	TZO690	Top Station
05:17.5	Cab in white conveyer	JIM476	CIW upload
05:51.0	Assembly Line Tracker	TZO690	Pool 60 Start
06:22.6	Hood Conveyor	UWT728	Hood Upload
07:18.2	Paint Inspection	KNR831	PAINT
07:31.0	Cab Conveyer	PMN417	Cab Upload 2
07:31.0	Cab Conveyor / Monorail	PMN417	Cab Upload
10:47.0	STVMS Tracking Top Station	QBR938	Top Station
10:51.1	Assembly Line Tracker	QBR938	Pool 60 Start
11:35.8	Paint Inspection	AYO527	PAINT
11:40.1	OMT Offline Tracking	YHB831	Enter Offline
11:40.1	Cab call scan	KSX968	A Line
13:28.6	Cab in white conveyer	AIW532	CIW upload
13:29.6	Cab Conveyer	SNI285	Cab Upload 2
13:29.6	Cab Conveyor / Monorail	SNI285	Cab Upload
14:01.7	OMT Offline Tracking	INW067	Enter Offline
14:22.0	STVMS Tracking Chassis Start	LED479	Chassis Start
14:25.0	STVMS Tracking Chassis Start	YBJ023	Chassis Start
14:28.0	STVMS Tracking Chassis Start	DPL397	Chassis Start
15:33.2	Cab Call Scan	TFX540	B Line
17:37.8	Hood Conveyor	ICB356	Hood Upload
18:17.8	Cab in white conveyer	YRW680	CIW upload
18:33.0	U-BOLT	GDR742	Front U-Bolt
19:00.7	Cab Conveyer	ZDI213	Cab Upload 2
19:00.7	Cab Conveyor / Monorail	ZDI213	Cab Upload
20:00.0	STVMS Tracking Top Station	LED479	Top Station
20:38.0	U-BOLT	GDR742	Rear U-Bolt
20:51.0	Assembly Line Tracker	LED479	Pool 60 Start
22:10.6	Paint Inspection	SYV137	PAINT
23:49.8	Hood Conveyor	MPE786	Hood Upload
23:50.7	OMT Offline Tracking	WTB963	Enter Offline
27:09.4	Cab in white conveyer	TEK452	CIW upload
27:13.0	U-BOLT	SPA495	Front U-Bolt
27:39.3	Hood Conveyor	JBC439	Hood Upload
27:49.8	Cab call scan	XFN395	A Line
27:57.0	STVMS Tracking Top Station	YBJ023	Top Station
28:01.9	Paint Inspection	LGO801	PAINT
28:22.3	Cab Conveyer	WQB451	Cab Upload 2
28:22.3	Cab Conveyor / Monorail	WQB451	Cab Upload
28:39.0	U-BOLT	SPA495	Rear U-Bolt
29:25.0	STVMS Tracking Chassis Start	UWT728	Chassis Start
30:53.1	Assembly Line Tracker	YBJ023	Pool 60 Start
30:55.3	Assembly Line Tracker	UWT728	Pool 13 Start
30:56.3	Assembly Line Tracker	DPL397	Pool 13 Start
30:57.3	Assembly Line Tracker	YBJ023	Pool 13 Start
31:01.6	OMT Offline Tracking	JOM027	Enter Offline
33:41.0	U-BOLT	RAI572	Front U-Bolt
33:48.2	Paint Inspection	ZVI392	PAINT
34:10.0	STVMS Tracking Top Station	DPL397	Top Station
35:51.1	Assembly Line Tracker	DPL397	Pool 60 Start
35:56.1	OMT Offline Tracking	NKM173	Enter Offline
38:53.1	Cab Conveyer	KMA503	Cab Upload 2
38:53.1	Cab Conveyor / Monorail	KMA503	Cab Upload
39:59.6	Paint Inspection	FTI824	PAINT
41:02.2	Cab call scan	TEP325	A Line
41:37.0	U-BOLT	LTV094	Front U-Bolt
41:52.2	Cab Call Scan	TRL028	B Line
43:45.0	U-BOLT	LTV094	Rear U-Bolt
44:14.0	STVMS Tracking Chassis Start	ICB356	Chassis Start
44:15.2	Cab Conveyer	KSX968	Cab Upload 2
44:15.2	Cab Conveyor / Monorail	KSX968	Cab Upload
44:17.0	STVMS Tracking Chassis Start	MPE786	Chassis Start
45:51.6	OMT Offline Tracking	AJF195	Enter Offline
45:53.3	Assembly Line Tracker	ICB356	Pool 13 Start
50:25.0	U-BOLT	YAP829	Rear U-Bolt
50:30.0	U-BOLT	YAP829	Front U-Bolt
51:16.0	STVMS Tracking Chassis Start	JBC439	Chassis Start
51:20.0	STVMS Tracking Chassis Start	GSF615	Chassis Start
51:28.0	STVMS Tracking Chassis Start	OWH831	Chassis Start
51:56.7	Cab Call Scan	NKE126	B Line
52:29.4	OMT Offline Tracking	DZV145	Enter Offline
55:52.4	OMT Offline Tracking	UBZ174	Enter Offline
55:53.2	Assembly Line Tracker	MPE786	Pool 13 Start
57:09.0	U-BOLT	ZIQ738	Front U-Bolt
58:02.0	U-BOLT	ZIQ738	Rear U-Bolt
00:51.1	Assembly Line Tracker	JBC439	Pool 13 Start
05:51.1	Assembly Line Tracker	GSF615	Pool 13 Start
18:56.3	Hood Conveyor	GSF615	Hood Upload
22:37.0	STVMS Tracking Top Station	UWT728	Top Station
22:48.5	Hood Conveyor	OWH831	Hood Upload
23:27.2	Cab call scan	FMU279	A Line
25:52.9	Assembly Line Tracker	UWT728	Pool 60 Start
26:43.9	Cab Conveyer	TFX540	Cab Upload 2
26:43.9	Cab Conveyor / Monorail	TFX540	Cab Upload
27:42.9	Hood Conveyor	QPC953	Hood Upload
27:58.6	Paint Inspection	VCM016	PAINT
28:16.0	STVMS Tracking Top Station	ICB356	Top Station
28:20.0	STVMS Tracking Top Station	MPE786	Top Station
28:43.8	Cab in white conveyer	YBP783	CIW upload
30:51.0	Assembly Line Tracker	MPE786	Pool 60 Start
30:52.0	Assembly Line Tracker	ICB356	Pool 60 Start
31:33.5	Hood Conveyor	SYA283	Hood Upload
32:57.3	Cab Conveyer	XFN395	Cab Upload 2
32:57.3	Cab Conveyor / Monorail	XFN395	Cab Upload
37:01.5	Paint Inspection	PJL425	PAINT
37:24.9	Cab Conveyer	TRL028	Cab Upload 2
37:24.9	Cab Conveyor / Monorail	TRL028	Cab Upload
37:41.0	Cab Call Scan	QMA357	B Line
39:08.0	U-BOLT	THO850	Rear U-Bolt
40:45.5	OMT Offline Tracking	GOB710	Enter Offline
41:00.0	STVMS Tracking Top Station	JBC439	Top Station
42:27.5	Cab call scan	ERC382	A Line
42:43.5	Hood Conveyor	PVZ436	Hood Upload
43:40.0	U-BOLT	EZQ530	Front U-Bolt
43:54.8	Paint Inspection	CMI143	PAINT
44:10.4	OMT Offline Tracking	PMG926	Enter Offline
45:52.0	Assembly Line Tracker	JBC439	Pool 60 Start
46:10.0	STVMS Tracking Chassis Start	QPC953	Chassis Start
46:21.1	Cab in white conveyer	ATG468	CIW upload
46:28.0	Cab Conveyer	TEP325	Cab Upload 2
46:28.0	Cab Conveyor / Monorail	TEP325	Cab Upload
46:49.1	Hood Conveyor	JKZ317	Hood Upload
48:48.2	Paint Inspection	IOU412	PAINT
49:18.0	STVMS Tracking Top Station	GSF615	Top Station
50:33.0	U-BOLT	ARS065	Front U-Bolt
50:36.8	OMT Offline Tracking	CSW718	Enter Offline
50:50.9	Assembly Line Tracker	GSF615	Pool 60 Start
50:51.9	Assembly Line Tracker	QPC953	Pool 13 Start
50:52.8	Assembly Line Tracker	OWH831	Pool 13 Start
51:40.1	Cab in white conveyer	GZC132	CIW upload
52:48.6	Hood Conveyor	VFR160	Hood Upload
53:46.2	Paint Inspection	FHU982	PAINT
54:40.6	Cab Call Scan	GQV369	B Line
55:14.0	U-BOLT	ARS065	Rear U-Bolt
55:34.0	STVMS Tracking Top Station	OWH831	Top Station
55:50.9	Assembly Line Tracker	OWH831	Pool 60 Start
56:15.7	Cab Conveyer	NKE126	Cab Upload 2
56:15.7	Cab Conveyor / Monorail	NKE126	Cab Upload
57:19.4	Cab in white conveyer	ETS067	CIW upload
57:48.3	OMT Offline Tracking	QDR380	Enter Offline
58:34.0	U-BOLT	TZO690	Rear U-Bolt
59:26.9	Hood Conveyor	ZKY831	Hood Upload
01:01.6	Cab Conveyer	FMU279	Cab Upload 2
01:01.6	Cab Conveyor / Monorail	FMU279	Cab Upload
01:28.5	Cab call scan	QZB271	A Line
01:31.0	STVMS Tracking Top Station	QPC953	Top Station
02:23.0	STVMS Tracking Chassis Start	SYA283	Chassis Start
02:27.0	STVMS Tracking Chassis Start	PVZ436	Chassis Start
04:17.7	Cab Conveyer	QMA357	Cab Upload 2
04:17.7	Cab Conveyor / Monorail	QMA357	Cab Upload
04:38.7	Hood Conveyor	AYO527	Hood Upload
04:52.0	U-BOLT	QBR938	Front U-Bolt
05:50.8	Cab Call Scan	YGL283	B Line
05:50.9	Assembly Line Tracker	PVZ436	Pool 13 Start
05:51.8	Assembly Line Tracker	SYA283	Pool 13 Start
05:55.8	Assembly Line Tracker	QPC953	Pool 60 Start
08:27.5	Hood Conveyor	KNR831	Hood Upload
08:57.0	STVMS Tracking Top Station	SYA283	Top Station
09:53.9	Paint Inspection	YCR723	PAINT
10:51.0	Assembly Line Tracker	SYA283	Pool 60 Start
11:29.9	OMT Offline Tracking	MHU637	Enter Offline
11:29.9	OMT Offline Tracking	MHU637	Sold
12:33.9	Cab call scan	RHX208	A Line
13:27.0	Hood Conveyor	SYV137	Hood Upload
15:05.7	Paint Inspection	AHN391	PAINT
15:47.5	Cab Conveyer	ERC382	Cab Upload 2
15:47.5	Cab Conveyor / Monorail	ERC382	Cab Upload
15:48.0	STVMS Tracking Chassis Start	JKZ317	Chassis Start
17:06.6	Cab in white conveyer	FWS327	CIW upload
17:51.0	STVMS Tracking Top Station	PVZ436	Top Station
18:09.1	Hood Conveyor	ZVI392	Hood Upload
18:52.1	Cab Call Scan	WRT608	B Line
20:32.0	U-BOLT	LED479	Front U-Bolt
20:51.9	Assembly Line Tracker	PVZ436	Pool 60 Start
20:52.9	Assembly Line Tracker	JKZ317	Pool 13 Start
21:53.0	Hood Conveyor	LGO801	Hood Upload
22:23.9	OMT Offline Tracking	DZO637	Enter Offline
24:53.0	U-BOLT	YBJ023	Front U-Bolt
25:09.1	OMT Offline Tracking	CJQ075	Enter Offline
25:15.0	STVMS Tracking Top Station	JKZ317	Top Station
25:30.3	OMT Offline Tracking	USH564	Enter Offline
25:45.1	Cab Conveyer	GQV369	Cab Upload 2
25:45.1	Cab Conveyor / Monorail	GQV369	Cab Upload
25:51.0	Assembly Line Tracker	JKZ317	Pool 60 Start
26:02.3	Paint Inspection	KFN372	PAINT
26:06.6	Cab in white conveyer	UXJ427	CIW upload
26:57.6	Cab call scan	NUX358	A Line
27:37.7	Hood Conveyor	FTI824	Hood Upload
30:46.0	STVMS Tracking Top Station	VFR160	Top Station
30:50.9	Assembly Line Tracker	VFR160	Pool 60 Start
31:17.6	Cab Call Scan	BIP389	B Line
31:20.2	Hood Conveyor	VCM016	Hood Upload
33:18.6	Cab Conveyer	QZB271	Cab Upload 2
33:18.6	Cab Conveyor / Monorail	QZB271	Cab Upload
35:23.2	Paint Inspection	EBL860	PAINT
35:32.6	Hood Conveyor	PJL425	Hood Upload
35:50.9	Assembly Line Tracker	ZKY831	Pool 13 Start
35:51.8	Assembly Line Tracker	VFR160	Pool 13 Start
40:07.8	Hood Conveyor	CMI143	Hood Upload
40:37.0	U-BOLT	UWT728	Front U-Bolt
41:18.6	Paint Inspection	DPH631	PAINT
42:03.0	U-BOLT	UWT728	Rear U-Bolt
42:08.9	Cab Conveyer	YGL283	Cab Upload 2
42:08.9	Cab Conveyor / Monorail	YGL283	Cab Upload
43:45.6	OMT Offline Tracking	YDL247	Enter Offline
45:23.5	OMT Offline Tracking	RQJ940	Enter Offline
45:33.6	Cab in white conveyer	CNE620	CIW upload
45:39.7	Cab in white conveyer	CRN086	CIW upload
45:51.9	Assembly Line Tracker	AYO527	Pool 13 Start
46:13.2	Cab Conveyer	RHX208	Cab Upload 2
46:13.2	Cab Conveyor / Monorail	RHX208	Cab Upload
46:44.2	Hood Conveyor	IOU412	Hood Upload
47:24.0	STVMS Tracking Chassis Start	VFR160	Chassis Start
47:27.0	STVMS Tracking Chassis Start	ZKY831	Chassis Start
47:30.0	STVMS Tracking Chassis Start	AYO527	Chassis Start
47:33.0	STVMS Tracking Chassis Start	KNR831	Chassis Start
47:36.0	STVMS Tracking Chassis Start	SYV137	Chassis Start
48:35.7	Cab Call Scan	GDR742	B Line
48:44.4	Paint Inspection	SPI314	PAINT
49:11.2	Cab in white conveyer	CNE620	CIW upload
50:24.0	STVMS Tracking Top Station	ZKY831	Top Station
50:30.0	STVMS Tracking Top Station	AYO527	Top Station
50:49.0	U-BOLT	ICB356	Rear U-Bolt
50:51.0	Assembly Line Tracker	AYO527	Pool 60 Start
50:52.1	Assembly Line Tracker	ZKY831	Pool 60 Start
50:53.1	Assembly Line Tracker	SYV137	Pool 13 Start
50:54.1	Assembly Line Tracker	KNR831	Pool 13 Start
50:56.0	STVMS Tracking Top Station	KNR831	Top Station
50:57.9	Assembly Line Tracker	KNR831	Pool 60 Start
51:11.8	Hood Conveyor	FHU982	Hood Upload
52:38.0	STVMS Tracking Chassis Start	ZVI392	Chassis Start
53:06.2	Cab Conveyer	WRT608	Cab Upload 2
53:06.2	Cab Conveyor / Monorail	WRT608	Cab Upload
54:25.2	Cab in white conveyer	DAJ581	CIW upload
55:07.2	Cab Call Scan	RAI572	B Line
55:33.0	OMT Offline Tracking	JCM567	Enter Offline
55:33.0	OMT Offline Tracking	JCM567	Sold
55:33.7	Paint Inspection	MPO083	PAINT
56:48.7	Cab call scan	SPA495	A Line
